full_name,rating,price,version,date
pele,98,0.0,Icon,2020-12-07 01:08
marc overmars,90,0.0,Icon,2020-12-07 01:08
henrik larsson,90,0.0,Icon,2020-12-07 01:08
christian vieri,90,0.0,Icon,2020-12-07 01:08
juan sebastian veron,90,0.0,Icon,2020-12-07 01:08
pep guardiola,90,0.0,Icon,2020-12-07 01:08
davor suker,90,0.0,Icon,2020-12-07 01:08
nemanja vidic,90,0.0,Icon,2020-12-07 01:08
kylian mbappe,90,0.0,,2020-12-07 01:08
sol campbell,89,0.0,Icon,2020-12-07 01:08
gennaro gattuso,89,0.0,Icon,2020-12-07 01:08
john barnes,89,0.0,Icon,2020-12-07 01:08
ian wright,89,0.0,Icon,2020-12-07 01:08
gianluca zambrotta,89,0.0,Icon,2020-12-07 01:08
ashley cole,89,0.0,Icon,2020-12-07 01:08
david beckham,89,0.0,Icon,2020-12-07 01:08
hidetoshi nakata,88,0.0,Icon,2020-12-07 01:08
luis suarez,87,0.0,Rare,2020-12-07 01:08
frank rijkaard,90,0.0,Icon,2020-12-07 01:08
luis hernandez,90,0.0,Icon,2020-12-07 01:08
anderson luis de souza,90,0.0,Icon,2020-12-07 01:08
michael essien,90,0.0,Icon,2020-12-07 01:08
laurent blanc,91,0.0,Icon,2020-12-07 01:08
miroslav klose,91,0.0,Icon,2020-12-07 01:08
ian rush,91,0.0,Icon,2020-12-07 01:08
philipp lahm,91,0.0,Icon,2020-12-07 01:08
fernando torres,91,0.0,Icon,2020-12-07 01:08
bastian schweinsteiger,91,0.0,Icon,2020-12-07 01:08
petr cech,91,0.0,Icon,2020-12-07 01:08
roy keane,90,0.0,Icon,2020-12-07 01:08
trent alexander-arnold,87,0.0,,2020-12-07 01:08
jay-jay okocha,90,0.0,Icon,2020-12-07 01:08
filippo inzaghi,90,0.0,Icon,2020-12-07 01:08
gianfranco zola,90,0.0,Icon,2020-12-07 01:08
emmanuel petit,90,0.0,Icon,2020-12-07 01:08
claude makelele,90,0.0,Icon,2020-12-07 01:08
frank lampard,90,0.0,Icon,2020-12-07 01:08
jari litmanen,90,0.0,Icon,2020-12-07 01:08
rio ferdinand,90,0.0,Icon,2020-12-07 01:08
hernan crespo,90,0.0,Icon,2020-12-07 01:08
rui manuel cesar costa,90,0.0,Icon,2020-12-07 01:08
roberto carlos,91,0.0,Icon,2020-12-07 01:08
david beckham,87,0.0,Icon,2020-12-07 01:08
iago aspas,86,0.0,Objectives,2020-12-07 01:08
mitchell van bergen,84,0.0,Squad Foundations,2020-12-07 01:08
marcos acuna,83,0.0,Rare,2020-12-07 01:08
nelson semedo,83,0.0,Rare,2020-12-07 01:08
gonzalo higuain,83,0.0,Rare,2020-12-07 01:08
arturo vidal,83,0.0,Rare,2020-12-07 01:08
gareth bale,83,0.0,Rare,2020-12-07 01:08
diogo jota,83,0.0,OTW Objective,2020-12-07 01:08
denzel dumfries,83,0.0,Halloween,2020-12-07 01:08
nick lima,83,0.0,Squad Foundations,2020-12-07 01:08
rodrygo silva de goes,83,0.0,Record Breaker,2020-12-07 01:08
steven bergwijn,83,0.0,,2020-12-07 01:08
timo baumgartl,83,0.0,Squad Foundations,2020-12-07 01:08
alphonse areola,82,0.0,Rare,2020-12-07 01:08
