full_name,rating,price,version,date
aaron long,82,0.0,Squad Foundations,2021-01-06 19:12
felipe,84,0.0,CL,2021-01-06 19:12
thomas partey,84,0.0,CL,2021-01-06 19:12
saul niguez esclapez,84,0.0,CL,2021-01-06 19:12
azpilicueta,84,0.0,CL,2021-01-06 19:12
niklas sule,84,0.0,CL,2021-01-06 19:12
david alaba,84,0.0,CL,2021-01-06 19:12
alex telles,84,0.0,CL,2021-01-06 19:12
lucas pezzini leiva,84,0.0,CL,2021-01-06 19:12
stefan de vrij,84,0.0,CL,2021-01-06 19:12
lautaro martinez,84,0.0,CL,2021-01-06 19:12
jesus navas,84,0.0,CL,2021-01-06 19:12
luis suarez,87,0.0,Rare,2021-01-06 19:12
callejon jose,84,0.0,Rare,2021-01-06 19:12
marcel halstenberg,84,0.0,IF,2021-01-06 19:12
fabinho,87,0.0,CL,2021-01-06 19:12
thomas muller,87,0.0,IF,2021-01-06 19:12
jose maria gimenez,84,0.0,Rare,2021-01-06 19:12
lucas pezzini leiva,84,0.0,Rare,2021-01-06 19:12
trent alexander-arnold,87,0.0,,2021-01-06 19:12
iago aspas,84,0.0,Rare,2021-01-06 19:12
christian pulisic,87,0.0,Objectives,2021-01-06 19:12
oyarzabal,84,0.0,Rare,2021-01-06 19:12
stefan de vrij,84,0.0,Rare,2021-01-06 19:12
david alaba,84,0.0,Rare,2021-01-06 19:12
jose maria gimenez,84,0.0,CL,2021-01-06 19:12
fernandinho,84,0.0,Rare,2021-01-06 19:12
douglas costa,84,0.0,CL,2021-01-06 19:12
fernandinho,84,0.0,CL,2021-01-06 19:12
alfred duncan,83,0.0,Objectives,2021-01-06 19:12
timo baumgartl,83,0.0,Squad Foundations,2021-01-06 19:12
steven bergwijn,83,0.0,,2021-01-06 19:12
rodrygo silva de goes,83,0.0,Record Breaker,2021-01-06 19:12
nick lima,83,0.0,Squad Foundations,2021-01-06 19:12
kylian mbappe,90,0.0,,2021-01-06 19:12
diogo jota,83,0.0,OTW Objective,2021-01-06 19:12
joaquin sanchez rodriguez,83,0.0,IF,2021-01-06 19:12
gareth bale,83,0.0,Rare,2021-01-06 19:12
arturo vidal,83,0.0,Rare,2021-01-06 19:12
gonzalo higuain,83,0.0,Rare,2021-01-06 19:12
nelson semedo,83,0.0,Rare,2021-01-06 19:12
steven bergwijn,83,0.0,Rare,2021-01-06 19:12
marcos acuna,83,0.0,Rare,2021-01-06 19:12
matheus santos carneiro da cunha,84,0.0,Headliners Obj,2021-01-06 19:12
oyarzabal,88,0.0,LaLiga POTM,2021-01-06 19:12
erling haaland,84,0.0,,2021-01-06 19:12
joshua king,84,0.0,Squad Foundations,2021-01-06 19:12
franck yannick kessie,84,0.0,UEL Live,2021-01-06 19:12
jules kounde,84,0.0,UCL Live Obj.,2021-01-06 19:12
bojan,84,0.0,Squad Foundations,2021-01-06 19:12
fernando pacheco flores,84,0.0,IF,2021-01-06 19:12
inaki williams,84,0.0,Halloween SBC,2021-01-06 19:12
nordi mukiele,84,0.0,Halloween Objective,2021-01-06 19:12
arthur henrique ramos oliveira melo,84,0.0,CL,2021-01-06 19:12
sada thioub,83,0.0,Objectives,2021-01-06 19:12
felipe,84,0.0,Rare,2021-01-06 19:12
ander capa rodriguez,85,0.0,FUT Freeze,2021-01-06 19:12
kingsley coman,86,0.0,TOTGS,2021-01-06 19:12
christian eriksen,85,0.0,CL,2021-01-06 19:12
milan skriniar,85,0.0,CL,2021-01-06 19:12
thiago silva,85,0.0,CL,2021-01-06 19:12
david beckham,86,0.0,Beckham Special,2021-01-06 19:12
