full_name,rating,price,version,date
pele,98,0.0,Icon,2020-12-03 10:17
michael essien,90,0.0,Icon,2020-12-03 10:17
anderson luis de souza,90,0.0,Icon,2020-12-03 10:17
luis hernandez,90,0.0,Icon,2020-12-03 10:17
frank rijkaard,90,0.0,Icon,2020-12-03 10:17
sergio reguilon rodriguez,82,0.0,Rare,2020-12-03 10:17
marc overmars,90,0.0,Icon,2020-12-03 10:17
henrik larsson,90,0.0,Icon,2020-12-03 10:17
christian vieri,90,0.0,Icon,2020-12-03 10:17
juan sebastian veron,90,0.0,Icon,2020-12-03 10:17
pep guardiola,90,0.0,Icon,2020-12-03 10:17
alvaro borja morata martin,82,0.0,Rare,2020-12-03 10:17
davor suker,90,0.0,Icon,2020-12-03 10:17
nemanja vidic,90,0.0,Icon,2020-12-03 10:17
alphonse areola,82,0.0,Rare,2020-12-03 10:17
kylian mbappe,90,0.0,,2020-12-03 10:17
hernan crespo,90,0.0,Icon,2020-12-03 10:17
rio ferdinand,90,0.0,Icon,2020-12-03 10:17
jari litmanen,90,0.0,Icon,2020-12-03 10:17
frank lampard,90,0.0,Icon,2020-12-03 10:17
roberto carlos,91,0.0,Icon,2020-12-03 10:17
laurent blanc,91,0.0,Icon,2020-12-03 10:17
miroslav klose,91,0.0,Icon,2020-12-03 10:17
ian rush,91,0.0,Icon,2020-12-03 10:17
philipp lahm,91,0.0,Icon,2020-12-03 10:17
fernando torres,91,0.0,Icon,2020-12-03 10:17
bastian schweinsteiger,91,0.0,Icon,2020-12-03 10:17
sol campbell,89,0.0,Icon,2020-12-03 10:17
petr cech,91,0.0,Icon,2020-12-03 10:17
roy keane,90,0.0,Icon,2020-12-03 10:17
jay-jay okocha,90,0.0,Icon,2020-12-03 10:17
rui manuel cesar costa,90,0.0,Icon,2020-12-03 10:17
filippo inzaghi,90,0.0,Icon,2020-12-03 10:17
gianfranco zola,90,0.0,Icon,2020-12-03 10:17
emmanuel petit,90,0.0,Icon,2020-12-03 10:17
claude makelele,90,0.0,Icon,2020-12-03 10:17
danilo luis helio pereira,82,0.0,CL,2020-12-03 10:17
gennaro gattuso,89,0.0,Icon,2020-12-03 10:17
john barnes,89,0.0,Icon,2020-12-03 10:17
steven bergwijn,83,0.0,,2020-12-03 10:17
luis suarez,87,0.0,Rare,2020-12-03 10:17
alex telles,84,0.0,CL,2020-12-03 10:17
callejon jose,84,0.0,Rare,2020-12-03 10:17
trent alexander-arnold,87,0.0,,2020-12-03 10:17
hector bellerin moruno,85,0.0,Obj League Player,2020-12-03 10:17
naby keïta,85,0.0,Objectives,2020-12-03 10:17
karim bellarabi,85,0.0,Halloween SBC,2020-12-03 10:17
thomas partey,84,0.0,CL,2020-12-03 10:17
marcel sabitzer,85,0.0,Objectives,2020-12-03 10:17
alexandre lacazette,85,0.0,Objectives,2020-12-03 10:17
diego godin,85,0.0,Rare,2020-12-03 10:17
thiago,85,0.0,Rare,2020-12-03 10:17
gerard deulofeu lazaro,86,0.0,League Player,2020-12-03 10:17
alessio romagnoli,86,0.0,Objectives,2020-12-03 10:17
iago aspas,86,0.0,Objectives,2020-12-03 10:17
bernat,85,0.0,Objectives,2020-12-03 10:17
patrick vieira,91,0.0,Icon,2020-12-03 10:17
douglas costa,84,0.0,CL,2020-12-03 10:17
inaki williams,84,0.0,Halloween SBC,2020-12-03 10:17
rodrygo silva de goes,83,0.0,Record Breaker,2020-12-03 10:17
ian wright,89,0.0,Icon,2020-12-03 10:17
gianluca zambrotta,89,0.0,Icon,2020-12-03 10:17
nick lima,83,0.0,Squad Foundations,2020-12-03 10:17
ashley cole,89,0.0,Icon,2020-12-03 10:17
gareth bale,83,0.0,Rare,2020-12-03 10:17
hidetoshi nakata,88,0.0,Icon,2020-12-03 10:17
nordi mukiele,84,0.0,Halloween Objective,2020-12-03 10:17
arturo vidal,83,0.0,Rare,2020-12-03 10:17
nelson semedo,83,0.0,Rare,2020-12-03 10:17
marcos acuna,83,0.0,Rare,2020-12-03 10:17
erling haaland,84,0.0,,2020-12-03 10:17
joshua king,84,0.0,Squad Foundations,2020-12-03 10:17
joaquin correa,84,0.0,UCL Live,2020-12-03 10:17
bojan,84,0.0,Squad Foundations,2020-12-03 10:17
gonzalo higuain,83,0.0,Rare,2020-12-03 10:17
patrick kluivert,91,0.0,Icon,2020-12-03 10:17
florent mollet,86,0.0,League Player Obj.,2020-12-03 10:17
javier zanetti,92,0.0,Icon,2020-12-03 10:17
michael owen,91,0.0,Icon,2020-12-03 10:17
michael ballack,91,0.0,Icon,2020-12-03 10:17
robert pires,91,0.0,Icon,2020-12-03 10:17
clarence seedorf,91,0.0,Icon,2020-12-03 10:17
marcel desailly,91,0.0,Icon,2020-12-03 10:17
paul scholes,91,0.0,Icon,2020-12-03 10:17
alan shearer,91,0.0,Icon,2020-12-03 10:17
michael laudrup,91,0.0,Icon,2020-12-03 10:17
xavier hernandez,93,0.0,Icon,2020-12-03 10:17
fabio cannavaro,92,0.0,Icon,2020-12-03 10:17
samuel eto'o,92,0.0,Icon,2020-12-03 10:17
ronaldinho,94,0.0,Icon,2020-12-03 10:17
rivaldo,92,0.0,Icon,2020-12-03 10:17
hristo stoichkov,92,0.0,Icon,2020-12-03 10:17
luis figo,92,0.0,Icon,2020-12-03 10:17
andrea pirlo,92,0.0,Icon,2020-12-03 10:17
