full_name,rating,price,version,date
pele,98,0.0,Icon,2020-11-29 12:19
joshua king,84,0.0,Squad Foundations,2020-11-29 12:19
joaquin correa,84,0.0,UCL Live,2020-11-29 12:19
bojan,84,0.0,Squad Foundations,2020-11-29 12:19
inaki williams,84,0.0,Halloween SBC,2020-11-29 12:19
nordi mukiele,84,0.0,Halloween Objective,2020-11-29 12:19
marcos acuna,83,0.0,Rare,2020-11-29 12:19
roy keane,90,0.0,Icon,2020-11-29 12:19
rui manuel cesar costa,90,0.0,Icon,2020-11-29 12:19
douglas costa,84,0.0,CL,2020-11-29 12:19
filippo inzaghi,90,0.0,Icon,2020-11-29 12:19
gianfranco zola,90,0.0,Icon,2020-11-29 12:19
emmanuel petit,90,0.0,Icon,2020-11-29 12:19
claude makelele,90,0.0,Icon,2020-11-29 12:19
jay-jay okocha,90,0.0,Icon,2020-11-29 12:19
nelson semedo,83,0.0,Rare,2020-11-29 12:19
petr cech,91,0.0,Icon,2020-11-29 12:19
bastian schweinsteiger,91,0.0,Icon,2020-11-29 12:19
michael laudrup,91,0.0,Icon,2020-11-29 12:19
davor suker,90,0.0,Icon,2020-11-29 12:19
patrick kluivert,91,0.0,Icon,2020-11-29 12:19
patrick vieira,91,0.0,Icon,2020-11-29 12:19
roberto carlos,91,0.0,Icon,2020-11-29 12:19
laurent blanc,91,0.0,Icon,2020-11-29 12:19
miroslav klose,91,0.0,Icon,2020-11-29 12:19
ian rush,91,0.0,Icon,2020-11-29 12:19
rodrygo silva de goes,83,0.0,Record Breaker,2020-11-29 12:19
nick lima,83,0.0,Squad Foundations,2020-11-29 12:19
gareth bale,83,0.0,Rare,2020-11-29 12:19
arturo vidal,83,0.0,Rare,2020-11-29 12:19
gonzalo higuain,83,0.0,Rare,2020-11-29 12:19
philipp lahm,91,0.0,Icon,2020-11-29 12:19
fernando torres,91,0.0,Icon,2020-11-29 12:19
thomas partey,84,0.0,CL,2020-11-29 12:19
frank lampard,90,0.0,Icon,2020-11-29 12:19
jari litmanen,90,0.0,Icon,2020-11-29 12:19
rio ferdinand,90,0.0,Icon,2020-11-29 12:19
gerard deulofeu lazaro,86,0.0,League Player,2020-11-29 12:19
juan sebastian veron,90,0.0,Icon,2020-11-29 12:19
pep guardiola,90,0.0,Icon,2020-11-29 12:19
alessio romagnoli,86,0.0,Objectives,2020-11-29 12:19
iago aspas,86,0.0,Objectives,2020-11-29 12:19
florent mollet,86,0.0,League Player Obj.,2020-11-29 12:19
luis suarez,87,0.0,Rare,2020-11-29 12:19
jamie vardy,88,0.0,Record Breaker,2020-11-29 12:19
hidetoshi nakata,88,0.0,Icon,2020-11-29 12:19
