full_name,rating,price,version,date
pele,98,0.0,Icon,2020-12-04 10:56
bastian schweinsteiger,91,0.0,Icon,2020-12-04 10:56
petr cech,91,0.0,Icon,2020-12-04 10:56
thiago,85,0.0,Rare,2020-12-04 10:56
danilo luis helio pereira,82,0.0,CL,2020-12-04 10:56
roy keane,90,0.0,Icon,2020-12-04 10:56
jay-jay okocha,90,0.0,Icon,2020-12-04 10:56
fernando torres,91,0.0,Icon,2020-12-04 10:56
rui manuel cesar costa,90,0.0,Icon,2020-12-04 10:56
gianfranco zola,90,0.0,Icon,2020-12-04 10:56
emmanuel petit,90,0.0,Icon,2020-12-04 10:56
claude makelele,90,0.0,Icon,2020-12-04 10:56
frank lampard,90,0.0,Icon,2020-12-04 10:56
jari litmanen,90,0.0,Icon,2020-12-04 10:56
rio ferdinand,90,0.0,Icon,2020-12-04 10:56
filippo inzaghi,90,0.0,Icon,2020-12-04 10:56
philipp lahm,91,0.0,Icon,2020-12-04 10:56
diego godin,85,0.0,Rare,2020-12-04 10:56
alexandre lacazette,85,0.0,Objectives,2020-12-04 10:56
socrates,91,0.0,Icon,2020-12-04 10:56
callejon jose,84,0.0,Rare,2020-12-04 10:56
michael laudrup,91,0.0,Icon,2020-12-04 10:56
hector bellerin moruno,85,0.0,Obj League Player,2020-12-04 10:56
naby keïta,85,0.0,Objectives,2020-12-04 10:56
patrick kluivert,91,0.0,Icon,2020-12-04 10:56
patrick vieira,91,0.0,Icon,2020-12-04 10:56
roberto carlos,91,0.0,Icon,2020-12-04 10:56
laurent blanc,91,0.0,Icon,2020-12-04 10:56
karim bellarabi,85,0.0,Halloween SBC,2020-12-04 10:56
miroslav klose,91,0.0,Icon,2020-12-04 10:56
bernat,85,0.0,Objectives,2020-12-04 10:56
ian rush,91,0.0,Icon,2020-12-04 10:56
marcel sabitzer,85,0.0,Objectives,2020-12-04 10:56
hernan crespo,90,0.0,Icon,2020-12-04 10:56
michael essien,90,0.0,Icon,2020-12-04 10:56
anderson luis de souza,90,0.0,Icon,2020-12-04 10:56
luis hernandez,90,0.0,Icon,2020-12-04 10:56
gennaro gattuso,89,0.0,Icon,2020-12-04 10:56
john barnes,89,0.0,Icon,2020-12-04 10:56
ian wright,89,0.0,Icon,2020-12-04 10:56
gianluca zambrotta,89,0.0,Icon,2020-12-04 10:56
ashley cole,89,0.0,Icon,2020-12-04 10:56
