full_name,rating,price,version,date
pele,98,0.0,Icon,2020-12-10 10:13
marc overmars,90,0.0,Icon,2020-12-10 10:13
henrik larsson,90,0.0,Icon,2020-12-10 10:13
christian vieri,90,0.0,Icon,2020-12-10 10:13
juan sebastian veron,90,0.0,Icon,2020-12-10 10:13
pep guardiola,90,0.0,Icon,2020-12-10 10:13
davor suker,90,0.0,Icon,2020-12-10 10:13
nemanja vidic,90,0.0,Icon,2020-12-10 10:13
kylian mbappe,90,0.0,,2020-12-10 10:13
sol campbell,89,0.0,Icon,2020-12-10 10:13
gennaro gattuso,89,0.0,Icon,2020-12-10 10:13
john barnes,89,0.0,Icon,2020-12-10 10:13
ian wright,89,0.0,Icon,2020-12-10 10:13
gianluca zambrotta,89,0.0,Icon,2020-12-10 10:13
ashley cole,89,0.0,Icon,2020-12-10 10:13
david beckham,89,0.0,Icon,2020-12-10 10:13
hidetoshi nakata,88,0.0,Icon,2020-12-10 10:13
oyarzabal,88,0.0,LaLiga POTM,2020-12-10 10:13
frank rijkaard,90,0.0,Icon,2020-12-10 10:13
luis hernandez,90,0.0,Icon,2020-12-10 10:13
anderson luis de souza,90,0.0,Icon,2020-12-10 10:13
michael essien,90,0.0,Icon,2020-12-10 10:13
laurent blanc,91,0.0,Icon,2020-12-10 10:13
miroslav klose,91,0.0,Icon,2020-12-10 10:13
ian rush,91,0.0,Icon,2020-12-10 10:13
philipp lahm,91,0.0,Icon,2020-12-10 10:13
fernando torres,91,0.0,Icon,2020-12-10 10:13
bastian schweinsteiger,91,0.0,Icon,2020-12-10 10:13
petr cech,91,0.0,Icon,2020-12-10 10:13
roy keane,90,0.0,Icon,2020-12-10 10:13
luis suarez,87,0.0,Rare,2020-12-10 10:13
jay-jay okocha,90,0.0,Icon,2020-12-10 10:13
filippo inzaghi,90,0.0,Icon,2020-12-10 10:13
gianfranco zola,90,0.0,Icon,2020-12-10 10:13
emmanuel petit,90,0.0,Icon,2020-12-10 10:13
claude makelele,90,0.0,Icon,2020-12-10 10:13
frank lampard,90,0.0,Icon,2020-12-10 10:13
jari litmanen,90,0.0,Icon,2020-12-10 10:13
rio ferdinand,90,0.0,Icon,2020-12-10 10:13
hernan crespo,90,0.0,Icon,2020-12-10 10:13
rui manuel cesar costa,90,0.0,Icon,2020-12-10 10:13
roberto carlos,91,0.0,Icon,2020-12-10 10:13
trent alexander-arnold,87,0.0,,2020-12-10 10:13
florent mollet,86,0.0,League Player Obj.,2020-12-10 10:13
erling haaland,84,0.0,,2020-12-10 10:13
mitchell van bergen,84,0.0,Squad Foundations,2020-12-10 10:13
marcos acuna,83,0.0,Rare,2020-12-10 10:13
nelson semedo,83,0.0,Rare,2020-12-10 10:13
gonzalo higuain,83,0.0,Rare,2020-12-10 10:13
arturo vidal,83,0.0,Rare,2020-12-10 10:13
gareth bale,83,0.0,Rare,2020-12-10 10:13
diogo jota,83,0.0,OTW Objective,2020-12-10 10:13
denzel dumfries,83,0.0,Halloween,2020-12-10 10:13
nick lima,83,0.0,Squad Foundations,2020-12-10 10:13
rodrygo silva de goes,83,0.0,Record Breaker,2020-12-10 10:13
steven bergwijn,83,0.0,,2020-12-10 10:13
timo baumgartl,83,0.0,Squad Foundations,2020-12-10 10:13
alphonse areola,82,0.0,Rare,2020-12-10 10:13
alvaro borja morata martin,82,0.0,Rare,2020-12-10 10:13
sergio reguilon rodriguez,82,0.0,Rare,2020-12-10 10:13
danilo luis helio pereira,82,0.0,CL,2020-12-10 10:13
joshua king,84,0.0,Squad Foundations,2020-12-10 10:13
joaquin correa,84,0.0,UCL Live,2020-12-10 10:13
bojan,84,0.0,Squad Foundations,2020-12-10 10:13
inaki williams,84,0.0,Halloween SBC,2020-12-10 10:13
iago aspas,86,0.0,Objectives,2020-12-10 10:13
alessio romagnoli,86,0.0,Objectives,2020-12-10 10:13
kingsley coman,86,0.0,TOTGS,2020-12-10 10:13
thiago,85,0.0,Rare,2020-12-10 10:13
diego godin,85,0.0,Rare,2020-12-10 10:13
alexandre lacazette,85,0.0,Objectives,2020-12-10 10:13
marcel sabitzer,85,0.0,Objectives,2020-12-10 10:13
bernat,85,0.0,Objectives,2020-12-10 10:13
david beckham,87,0.0,Icon,2020-12-10 10:13
karim bellarabi,85,0.0,Halloween SBC,2020-12-10 10:13
naby keïta,85,0.0,Objectives,2020-12-10 10:13
hector bellerin moruno,85,0.0,Obj League Player,2020-12-10 10:13
callejon jose,84,0.0,Rare,2020-12-10 10:13
alex telles,84,0.0,CL,2020-12-10 10:13
thomas partey,84,0.0,CL,2020-12-10 10:13
douglas costa,84,0.0,CL,2020-12-10 10:13
nordi mukiele,84,0.0,Halloween Objective,2020-12-10 10:13
patrick vieira,91,0.0,Icon,2020-12-10 10:13
gerard deulofeu lazaro,86,0.0,League Player,2020-12-10 10:13
carles puyol saforcada,92,0.0,Icon,2020-12-10 10:13
riquelme,91,0.0,Icon,2020-12-10 10:13
bobby moore,92,0.0,Icon,2020-12-10 10:13
andriy shevchenko,91,0.0,Icon,2020-12-10 10:13
carlos alberto torres,93,0.0,Icon,2020-12-10 10:13
pavel nedved,91,0.0,Icon,2020-12-10 10:13
david trezeguet,91,0.0,Icon,2020-12-10 10:13
