full_name,rating,price,version,date
pele,98,0.0,Icon,2020-11-28 23:01
luis hernandez,90,0.0,Icon,2020-11-28 23:01
frank rijkaard,90,0.0,Icon,2020-11-28 23:01
marc overmars,90,0.0,Icon,2020-11-28 23:01
henrik larsson,90,0.0,Icon,2020-11-28 23:01
christian vieri,90,0.0,Icon,2020-11-28 23:01
juan sebastian veron,90,0.0,Icon,2020-11-28 23:01
pep guardiola,90,0.0,Icon,2020-11-28 23:01
anderson luis de souza,90,0.0,Icon,2020-11-28 23:01
davor suker,90,0.0,Icon,2020-11-28 23:01
sol campbell,89,0.0,Icon,2020-11-28 23:01
gennaro gattuso,89,0.0,Icon,2020-11-28 23:01
john barnes,89,0.0,Icon,2020-11-28 23:01
ian wright,89,0.0,Icon,2020-11-28 23:01
gianluca zambrotta,89,0.0,Icon,2020-11-28 23:01
ashley cole,89,0.0,Icon,2020-11-28 23:01
hidetoshi nakata,88,0.0,Icon,2020-11-28 23:01
nemanja vidic,90,0.0,Icon,2020-11-28 23:01
michael essien,90,0.0,Icon,2020-11-28 23:01
hernan crespo,90,0.0,Icon,2020-11-28 23:01
rio ferdinand,90,0.0,Icon,2020-11-28 23:01
roberto carlos,91,0.0,Icon,2020-11-28 23:01
laurent blanc,91,0.0,Icon,2020-11-28 23:01
miroslav klose,91,0.0,Icon,2020-11-28 23:01
ian rush,91,0.0,Icon,2020-11-28 23:01
philipp lahm,91,0.0,Icon,2020-11-28 23:01
fernando torres,91,0.0,Icon,2020-11-28 23:01
bastian schweinsteiger,91,0.0,Icon,2020-11-28 23:01
petr cech,91,0.0,Icon,2020-11-28 23:01
roy keane,90,0.0,Icon,2020-11-28 23:01
jay-jay okocha,90,0.0,Icon,2020-11-28 23:01
rui manuel cesar costa,90,0.0,Icon,2020-11-28 23:01
filippo inzaghi,90,0.0,Icon,2020-11-28 23:01
gianfranco zola,90,0.0,Icon,2020-11-28 23:01
emmanuel petit,90,0.0,Icon,2020-11-28 23:01
claude makelele,90,0.0,Icon,2020-11-28 23:01
frank lampard,90,0.0,Icon,2020-11-28 23:01
jari litmanen,90,0.0,Icon,2020-11-28 23:01
luis suarez,87,0.0,Rare,2020-11-28 23:01
florent mollet,86,0.0,League Player Obj.,2020-11-28 23:01
iago aspas,86,0.0,Objectives,2020-11-28 23:01
alessio romagnoli,86,0.0,Objectives,2020-11-28 23:01
gonzalo higuain,83,0.0,Rare,2020-11-28 23:01
arturo vidal,83,0.0,Rare,2020-11-28 23:01
gareth bale,83,0.0,Rare,2020-11-28 23:01
nick lima,83,0.0,Squad Foundations,2020-11-28 23:01
rodrygo silva de goes,83,0.0,Record Breaker,2020-11-28 23:01
alphonse areola,82,0.0,Rare,2020-11-28 23:01
alvaro borja morata martin,82,0.0,Rare,2020-11-28 23:01
sergio reguilon rodriguez,82,0.0,Rare,2020-11-28 23:01
danilo luis helio pereira,82,0.0,CL,2020-11-28 23:01
aaron long,82,0.0,Squad Foundations,2020-11-28 23:01
jules kounde,82,0.0,UCL Live Obj.,2020-11-28 23:01
woo yeong jeong,82,0.0,Objectives,2020-11-28 23:01
joseph aidoo,82,0.0,Objectives,2020-11-28 23:01
andres tello,82,0.0,Objectives,2020-11-28 23:01
scott sinclair,82,0.0,Squad Foundations,2020-11-28 23:01
bradley dack,82,0.0,Squad Foundations,2020-11-28 23:01
nelson semedo,83,0.0,Rare,2020-11-28 23:01
patrick vieira,91,0.0,Icon,2020-11-28 23:01
marcos acuna,83,0.0,Rare,2020-11-28 23:01
joaquin correa,84,0.0,UCL Live,2020-11-28 23:01
gerard deulofeu lazaro,86,0.0,League Player,2020-11-28 23:01
diego godin,85,0.0,Rare,2020-11-28 23:01
alexandre lacazette,85,0.0,Objectives,2020-11-28 23:01
marcel sabitzer,85,0.0,Objectives,2020-11-28 23:01
bernat,85,0.0,Objectives,2020-11-28 23:01
karim bellarabi,85,0.0,Halloween SBC,2020-11-28 23:01
naby keïta,85,0.0,Objectives,2020-11-28 23:01
hector bellerin moruno,85,0.0,Obj League Player,2020-11-28 23:01
callejon jose,84,0.0,Rare,2020-11-28 23:01
alex telles,84,0.0,CL,2020-11-28 23:01
thomas partey,84,0.0,CL,2020-11-28 23:01
douglas costa,84,0.0,CL,2020-11-28 23:01
nordi mukiele,84,0.0,Halloween Objective,2020-11-28 23:01
inaki williams,84,0.0,Halloween SBC,2020-11-28 23:01
bojan,84,0.0,Squad Foundations,2020-11-28 23:01
joshua king,84,0.0,Squad Foundations,2020-11-28 23:01
patrick kluivert,91,0.0,Icon,2020-11-28 23:01
thiago,85,0.0,Rare,2020-11-28 23:01
luis figo,92,0.0,Icon,2020-11-28 23:01
ruud gullit,93,0.0,Icon,2020-11-28 23:01
marco van basten,93,0.0,Icon,2020-11-28 23:01
carlos alberto torres,93,0.0,Icon,2020-11-28 23:01
franco baresi,93,0.0,Icon,2020-11-28 23:01
thierry henry,93,0.0,Icon,2020-11-28 23:01
roberto baggio,93,0.0,Icon,2020-11-28 23:01
ferenc puskas,94,0.0,Icon,2020-11-28 23:01
kenny dalglish,92,0.0,Icon,2020-11-28 23:01
mane garrincha,94,0.0,Icon,2020-11-28 23:01
gary lineker,92,0.0,Icon,2020-11-28 23:01
paolo maldini,94,0.0,Icon,2020-11-28 23:01
alan shearer,91,0.0,Icon,2020-11-28 23:01
