full_name,rating,price,version,date
pele,98,0.0,Icon,2020-12-13 15:03
michael essien,90,0.0,Icon,2020-12-13 15:03
luis hernandez,90,0.0,Icon,2020-12-13 15:03
frank rijkaard,90,0.0,Icon,2020-12-13 15:03
marc overmars,90,0.0,Icon,2020-12-13 15:03
henrik larsson,90,0.0,Icon,2020-12-13 15:03
christian vieri,90,0.0,Icon,2020-12-13 15:03
jari litmanen,90,0.0,Icon,2020-12-13 15:03
diogo jota,83,0.0,OTW Objective,2020-12-13 15:03
juan sebastian veron,90,0.0,Icon,2020-12-13 15:03
nemanja vidic,90,0.0,Icon,2020-12-13 15:03
kylian mbappe,90,0.0,,2020-12-13 15:03
arturo vidal,83,0.0,Rare,2020-12-13 15:03
gonzalo higuain,83,0.0,Rare,2020-12-13 15:03
nelson semedo,83,0.0,Rare,2020-12-13 15:03
gareth bale,83,0.0,Rare,2020-12-13 15:03
david beckham,87,0.0,Icon,2020-12-13 15:03
claude makelele,90,0.0,Icon,2020-12-13 15:03
roy keane,90,0.0,Icon,2020-12-13 15:03
didier drogba,91,0.0,Icon,2020-12-13 15:03
edwin van der sar,91,0.0,Icon,2020-12-13 15:03
gheorghe hagi,91,0.0,Icon,2020-12-13 15:03
ronald koeman,91,0.0,Icon,2020-12-13 15:03
socrates,91,0.0,Icon,2020-12-13 15:03
patrick kluivert,91,0.0,Icon,2020-12-13 15:03
gianfranco zola,90,0.0,Icon,2020-12-13 15:03
patrick vieira,91,0.0,Icon,2020-12-13 15:03
timo baumgartl,83,0.0,Squad Foundations,2020-12-13 15:03
steven bergwijn,83,0.0,,2020-12-13 15:03
rodrygo silva de goes,83,0.0,Record Breaker,2020-12-13 15:03
nick lima,83,0.0,Squad Foundations,2020-12-13 15:03
philipp lahm,91,0.0,Icon,2020-12-13 15:03
denzel dumfries,83,0.0,Halloween,2020-12-13 15:03
ian rush,91,0.0,Icon,2020-12-13 15:03
riquelme,91,0.0,Icon,2020-12-13 15:03
ian wright,89,0.0,Icon,2020-12-13 15:03
ashley cole,89,0.0,Icon,2020-12-13 15:03
karim bellarabi,85,0.0,Halloween SBC,2020-12-13 15:03
bernat,85,0.0,Objectives,2020-12-13 15:03
marcel sabitzer,85,0.0,Objectives,2020-12-13 15:03
alexandre lacazette,85,0.0,Objectives,2020-12-13 15:03
diego godin,85,0.0,Rare,2020-12-13 15:03
naby keïta,85,0.0,Objectives,2020-12-13 15:03
luis suarez,87,0.0,Rare,2020-12-13 15:03
kingsley coman,86,0.0,TOTGS,2020-12-13 15:03
gerard deulofeu lazaro,86,0.0,League Player,2020-12-13 15:03
