full_name,rating,price,version,date
pele,98,0.0,Icon,2020-11-24
gianluca zambrotta,89,0.0,Icon,2020-11-24
hector bellerin moruno,85,0.0,Obj League Player,2020-11-24
naby keïta,85,0.0,Objectives,2020-11-24
thomas partey,84,0.0,CL,2020-11-24
thiago,85,0.0,Rare,2020-11-24
ian rush,91,0.0,Icon,2020-11-24
karim bellarabi,85,0.0,Halloween SBC,2020-11-24
douglas costa,84,0.0,CL,2020-11-24
miroslav klose,91,0.0,Icon,2020-11-24
ashley cole,89,0.0,Icon,2020-11-24
bernat,85,0.0,Objectives,2020-11-24
laurent blanc,91,0.0,Icon,2020-11-24
roberto carlos,91,0.0,Icon,2020-11-24
patrick vieira,91,0.0,Icon,2020-11-24
patrick kluivert,91,0.0,Icon,2020-11-24
marcel sabitzer,85,0.0,Objectives,2020-11-24
alexandre lacazette,85,0.0,Objectives,2020-11-24
michael laudrup,91,0.0,Icon,2020-11-24
nordi mukiele,84,0.0,Halloween Objective,2020-11-24
socrates,91,0.0,Icon,2020-11-24
inaki williams,84,0.0,Halloween SBC,2020-11-24
ronald koeman,91,0.0,Icon,2020-11-24
gheorghe hagi,91,0.0,Icon,2020-11-24
fernando hierro ruiz,91,0.0,Icon,2020-11-24
kaka,91,0.0,Icon,2020-11-24
pep guardiola,90,0.0,Icon,2020-11-24
didier drogba,91,0.0,Icon,2020-11-24
riquelme,91,0.0,Icon,2020-11-24
philipp lahm,91,0.0,Icon,2020-11-24
steven gerrard,91,0.0,Icon,2020-11-24
fernando torres,91,0.0,Icon,2020-11-24
petr cech,91,0.0,Icon,2020-11-24
florent mollet,86,0.0,League Player Obj.,2020-11-24
christian vieri,90,0.0,Icon,2020-11-24
henrik larsson,90,0.0,Icon,2020-11-24
callejon jose,84,0.0,Rare,2020-11-24
iago aspas,86,0.0,Objectives,2020-11-24
marc overmars,90,0.0,Icon,2020-11-24
alessio romagnoli,86,0.0,Objectives,2020-11-24
davor suker,90,0.0,Icon,2020-11-24
nemanja vidic,90,0.0,Icon,2020-11-24
alex telles,84,0.0,CL,2020-11-24
frank rijkaard,90,0.0,Icon,2020-11-24
luis hernandez,90,0.0,Icon,2020-11-24
