full_name,rating,price,version,date
pele,98,0.0,Icon,2020-12-01 01:17
joshua king,84,0.0,Squad Foundations,2020-12-01 01:17
joaquin correa,84,0.0,UCL Live,2020-12-01 01:17
roy keane,90,0.0,Icon,2020-12-01 01:17
jay-jay okocha,90,0.0,Icon,2020-12-01 01:17
rui manuel cesar costa,90,0.0,Icon,2020-12-01 01:17
bojan,84,0.0,Squad Foundations,2020-12-01 01:17
filippo inzaghi,90,0.0,Icon,2020-12-01 01:17
gianfranco zola,90,0.0,Icon,2020-12-01 01:17
emmanuel petit,90,0.0,Icon,2020-12-01 01:17
claude makelele,90,0.0,Icon,2020-12-01 01:17
inaki williams,84,0.0,Halloween SBC,2020-12-01 01:17
frank lampard,90,0.0,Icon,2020-12-01 01:17
jari litmanen,90,0.0,Icon,2020-12-01 01:17
rio ferdinand,90,0.0,Icon,2020-12-01 01:17
hernan crespo,90,0.0,Icon,2020-12-01 01:17
marcos acuna,83,0.0,Rare,2020-12-01 01:17
michael essien,90,0.0,Icon,2020-12-01 01:17
nelson semedo,83,0.0,Rare,2020-12-01 01:17
arturo vidal,83,0.0,Rare,2020-12-01 01:17
alvaro borja morata martin,82,0.0,Rare,2020-12-01 01:17
gennaro gattuso,89,0.0,Icon,2020-12-01 01:17
patrick vieira,91,0.0,Icon,2020-12-01 01:17
roberto carlos,91,0.0,Icon,2020-12-01 01:17
laurent blanc,91,0.0,Icon,2020-12-01 01:17
miroslav klose,91,0.0,Icon,2020-12-01 01:17
alphonse areola,82,0.0,Rare,2020-12-01 01:17
ian rush,91,0.0,Icon,2020-12-01 01:17
philipp lahm,91,0.0,Icon,2020-12-01 01:17
fernando torres,91,0.0,Icon,2020-12-01 01:17
bastian schweinsteiger,91,0.0,Icon,2020-12-01 01:17
petr cech,91,0.0,Icon,2020-12-01 01:17
rodrygo silva de goes,83,0.0,Record Breaker,2020-12-01 01:17
nick lima,83,0.0,Squad Foundations,2020-12-01 01:17
gareth bale,83,0.0,Rare,2020-12-01 01:17
gonzalo higuain,83,0.0,Rare,2020-12-01 01:17
michael laudrup,91,0.0,Icon,2020-12-01 01:17
anderson luis de souza,90,0.0,Icon,2020-12-01 01:17
thiago,85,0.0,Rare,2020-12-01 01:17
