full_name,rating,price,version,date
pele,98,0.0,Icon,2020-11-29 20:11
rui manuel cesar costa,90,0.0,Icon,2020-11-29 20:11
nelson semedo,83,0.0,Rare,2020-11-29 20:11
filippo inzaghi,90,0.0,Icon,2020-11-29 20:11
gianfranco zola,90,0.0,Icon,2020-11-29 20:11
emmanuel petit,90,0.0,Icon,2020-11-29 20:11
claude makelele,90,0.0,Icon,2020-11-29 20:11
marcos acuna,83,0.0,Rare,2020-11-29 20:11
frank lampard,90,0.0,Icon,2020-11-29 20:11
jari litmanen,90,0.0,Icon,2020-11-29 20:11
rio ferdinand,90,0.0,Icon,2020-11-29 20:11
hernan crespo,90,0.0,Icon,2020-11-29 20:11
michael essien,90,0.0,Icon,2020-11-29 20:11
anderson luis de souza,90,0.0,Icon,2020-11-29 20:11
luis hernandez,90,0.0,Icon,2020-11-29 20:11
joshua king,84,0.0,Squad Foundations,2020-11-29 20:11
jay-jay okocha,90,0.0,Icon,2020-11-29 20:11
frank rijkaard,90,0.0,Icon,2020-11-29 20:11
roy keane,90,0.0,Icon,2020-11-29 20:11
arturo vidal,83,0.0,Rare,2020-11-29 20:11
alvaro borja morata martin,82,0.0,Rare,2020-11-29 20:11
patrick kluivert,91,0.0,Icon,2020-11-29 20:11
patrick vieira,91,0.0,Icon,2020-11-29 20:11
gennaro gattuso,89,0.0,Icon,2020-11-29 20:11
laurent blanc,91,0.0,Icon,2020-11-29 20:11
miroslav klose,91,0.0,Icon,2020-11-29 20:11
alphonse areola,82,0.0,Rare,2020-11-29 20:11
ian rush,91,0.0,Icon,2020-11-29 20:11
philipp lahm,91,0.0,Icon,2020-11-29 20:11
fernando torres,91,0.0,Icon,2020-11-29 20:11
bastian schweinsteiger,91,0.0,Icon,2020-11-29 20:11
petr cech,91,0.0,Icon,2020-11-29 20:11
rodrygo silva de goes,83,0.0,Record Breaker,2020-11-29 20:11
nick lima,83,0.0,Squad Foundations,2020-11-29 20:11
gareth bale,83,0.0,Rare,2020-11-29 20:11
gonzalo higuain,83,0.0,Rare,2020-11-29 20:11
michael laudrup,91,0.0,Icon,2020-11-29 20:11
joaquin correa,84,0.0,UCL Live,2020-11-29 20:11
inaki williams,84,0.0,Halloween SBC,2020-11-29 20:11
diego godin,85,0.0,Rare,2020-11-29 20:11
thiago,85,0.0,Rare,2020-11-29 20:11
romelu lukaku,85,0.0,Rare,2020-11-29 20:11
gerard deulofeu lazaro,86,0.0,League Player,2020-11-29 20:11
alessio romagnoli,86,0.0,Objectives,2020-11-29 20:11
iago aspas,86,0.0,Objectives,2020-11-29 20:11
davor suker,90,0.0,Icon,2020-11-29 20:11
nemanja vidic,90,0.0,Icon,2020-11-29 20:11
florent mollet,86,0.0,League Player Obj.,2020-11-29 20:11
luis suarez,87,0.0,Rare,2020-11-29 20:11
hidetoshi nakata,88,0.0,Icon,2020-11-29 20:11
ashley cole,89,0.0,Icon,2020-11-29 20:11
gianluca zambrotta,89,0.0,Icon,2020-11-29 20:11
ian wright,89,0.0,Icon,2020-11-29 20:11
john barnes,89,0.0,Icon,2020-11-29 20:11
alexandre lacazette,85,0.0,Objectives,2020-11-29 20:11
bojan,84,0.0,Squad Foundations,2020-11-29 20:11
marcel sabitzer,85,0.0,Objectives,2020-11-29 20:11
romelu lukaku,85,0.0,CL,2020-11-29 20:11
nordi mukiele,84,0.0,Halloween Objective,2020-11-29 20:11
marc overmars,90,0.0,Icon,2020-11-29 20:11
douglas costa,84,0.0,CL,2020-11-29 20:11
henrik larsson,90,0.0,Icon,2020-11-29 20:11
christian vieri,90,0.0,Icon,2020-11-29 20:11
thomas partey,84,0.0,CL,2020-11-29 20:11
alex telles,84,0.0,CL,2020-11-29 20:11
callejon jose,84,0.0,Rare,2020-11-29 20:11
hector bellerin moruno,85,0.0,Obj League Player,2020-11-29 20:11
juan sebastian veron,90,0.0,Icon,2020-11-29 20:11
pep guardiola,90,0.0,Icon,2020-11-29 20:11
naby keïta,85,0.0,Objectives,2020-11-29 20:11
karim bellarabi,85,0.0,Halloween SBC,2020-11-29 20:11
bernat,85,0.0,Objectives,2020-11-29 20:11
socrates,91,0.0,Icon,2020-11-29 20:11
roberto carlos,91,0.0,Icon,2020-11-29 20:11
ronald koeman,91,0.0,Icon,2020-11-29 20:11
eric cantona,93,0.0,Icon,2020-11-29 20:11
xavier hernandez,93,0.0,Icon,2020-11-29 20:11
jules kounde,82,0.0,UCL Live Obj.,2020-11-29 20:11
aaron long,82,0.0,Squad Foundations,2020-11-29 20:11
danilo luis helio pereira,82,0.0,CL,2020-11-29 20:11
ryan giggs,92,0.0,Icon,2020-11-29 20:11
javier zanetti,92,0.0,Icon,2020-11-29 20:11
alessandro nesta,92,0.0,Icon,2020-11-29 20:11
woo yeong jeong,82,0.0,Objectives,2020-11-29 20:11
fabio cannavaro,92,0.0,Icon,2020-11-29 20:11
hristo stoichkov,92,0.0,Icon,2020-11-29 20:11
luis figo,92,0.0,Icon,2020-11-29 20:11
