full_name,rating,price,version,date
pele,98,0.0,Icon,2020-12-01 14:27
inaki williams,84,0.0,Halloween SBC,2020-12-01 14:27
nordi mukiele,84,0.0,Halloween Objective,2020-12-01 14:27
douglas costa,84,0.0,CL,2020-12-01 14:27
thomas partey,84,0.0,CL,2020-12-01 14:27
alex telles,84,0.0,CL,2020-12-01 14:27
callejon jose,84,0.0,Rare,2020-12-01 14:27
hector bellerin moruno,85,0.0,Obj League Player,2020-12-01 14:27
naby keïta,85,0.0,Objectives,2020-12-01 14:27
roy keane,90,0.0,Icon,2020-12-01 14:27
jay-jay okocha,90,0.0,Icon,2020-12-01 14:27
rui manuel cesar costa,90,0.0,Icon,2020-12-01 14:27
karim bellarabi,85,0.0,Halloween SBC,2020-12-01 14:27
filippo inzaghi,90,0.0,Icon,2020-12-01 14:27
gianfranco zola,90,0.0,Icon,2020-12-01 14:27
emmanuel petit,90,0.0,Icon,2020-12-01 14:27
petr cech,91,0.0,Icon,2020-12-01 14:27
bastian schweinsteiger,91,0.0,Icon,2020-12-01 14:27
fernando torres,91,0.0,Icon,2020-12-01 14:27
philipp lahm,91,0.0,Icon,2020-12-01 14:27
patrick kluivert,91,0.0,Icon,2020-12-01 14:27
patrick vieira,91,0.0,Icon,2020-12-01 14:27
roberto carlos,91,0.0,Icon,2020-12-01 14:27
laurent blanc,91,0.0,Icon,2020-12-01 14:27
nick lima,83,0.0,Squad Foundations,2020-12-01 14:27
gareth bale,83,0.0,Rare,2020-12-01 14:27
miroslav klose,91,0.0,Icon,2020-12-01 14:27
claude makelele,90,0.0,Icon,2020-12-01 14:27
arturo vidal,83,0.0,Rare,2020-12-01 14:27
nelson semedo,83,0.0,Rare,2020-12-01 14:27
ian rush,91,0.0,Icon,2020-12-01 14:27
marcos acuna,83,0.0,Rare,2020-12-01 14:27
joshua king,84,0.0,Squad Foundations,2020-12-01 14:27
joaquin correa,84,0.0,UCL Live,2020-12-01 14:27
bojan,84,0.0,Squad Foundations,2020-12-01 14:27
gonzalo higuain,83,0.0,Rare,2020-12-01 14:27
frank lampard,90,0.0,Icon,2020-12-01 14:27
