full_name,rating,price,version,date
joshua king,84,0.0,Squad Foundations,2020-12-31 13:02
callejon jose,84,0.0,Rare,2020-12-31 13:02
alvaro borja morata martin,82,0.0,Rare,2020-12-31 13:02
ander capa rodriguez,85,0.0,FUT Freeze,2020-12-31 13:02
yannick bolasie,85,0.0,FUT Freeze Obj,2020-12-31 13:02
hector bellerin moruno,85,0.0,Obj League Player,2020-12-31 13:02
naby keïta,85,0.0,Objectives,2020-12-31 13:02
lukas hradeckc,85,0.0,IF,2020-12-31 13:02
karim bellarabi,85,0.0,Halloween SBC,2020-12-31 13:02
lautaro martinez,84,0.0,CL,2020-12-31 13:02
zlatan ibrahimovic,85,0.0,IF,2020-12-31 13:02
bernat,85,0.0,Objectives,2020-12-31 13:02
gareth bale,83,0.0,Rare,2020-12-31 13:02
joaquin sanchez rodriguez,83,0.0,IF,2020-12-31 13:02
diogo jota,83,0.0,OTW Objective,2020-12-31 13:02
alexandre lacazette,85,0.0,Objectives,2020-12-31 13:02
diego godin,85,0.0,Rare,2020-12-31 13:02
thiago,85,0.0,Rare,2020-12-31 13:02
lopes,85,0.0,IF,2020-12-31 13:02
aaron long,82,0.0,Squad Foundations,2020-12-31 13:02
danilo luis helio pereira,82,0.0,CL,2020-12-31 13:02
thomas partey,84,0.0,CL,2020-12-31 13:02
nelson semedo,83,0.0,Rare,2020-12-31 13:02
gonzalo higuain,83,0.0,Rare,2020-12-31 13:02
marcos acuna,83,0.0,Rare,2020-12-31 13:02
mitchell van bergen,84,0.0,Squad Foundations,2020-12-31 13:02
erling haaland,84,0.0,,2020-12-31 13:02
franck yannick kessie,84,0.0,UEL Live,2020-12-31 13:02
lukasz fabianski,84,0.0,IF,2020-12-31 13:02
arturo vidal,83,0.0,Rare,2020-12-31 13:02
alex telles,84,0.0,CL,2020-12-31 13:02
jules kounde,84,0.0,UCL Live Obj.,2020-12-31 13:02
fernando pacheco flores,84,0.0,IF,2020-12-31 13:02
sergio reguilon rodriguez,82,0.0,Rare,2020-12-31 13:02
inaki williams,84,0.0,Halloween SBC,2020-12-31 13:02
nordi mukiele,84,0.0,Halloween Objective,2020-12-31 13:02
kylian mbappe,90,0.0,,2020-12-31 13:02
casemiro,90,0.0,FUT Freeze,2020-12-31 13:02
douglas costa,84,0.0,CL,2020-12-31 13:02
bojan,84,0.0,Squad Foundations,2020-12-31 13:02
kevin volland,86,0.0,FUT Freeze Obj,2020-12-31 13:02
marcel sabitzer,85,0.0,Objectives,2020-12-31 13:02
kingsley coman,86,0.0,TOTGS,2020-12-31 13:02
joseph aidoo,82,0.0,Objectives,2020-12-31 13:02
andres tello,82,0.0,Objectives,2020-12-31 13:02
david beckham,86,0.0,Beckham Special,2020-12-31 13:02
luis suarez,87,0.0,Rare,2020-12-31 13:02
bradley dack,82,0.0,Squad Foundations,2020-12-31 13:02
denzel dumfries,83,0.0,Halloween,2020-12-31 13:02
woo yeong jeong,82,0.0,Objectives,2020-12-31 13:02
nick lima,83,0.0,Squad Foundations,2020-12-31 13:02
steven bergwijn,83,0.0,,2020-12-31 13:02
timo baumgartl,83,0.0,Squad Foundations,2020-12-31 13:02
ryan gravenberch,82,0.0,Squad Foundations,2020-12-31 13:02
lautaro acosta,82,0.0,Swap Deals,2020-12-31 13:02
alphonse areola,82,0.0,Rare,2020-12-31 13:02
ronaldo,96,0.0,Icon,2020-12-31 13:02
rodrygo silva de goes,83,0.0,Record Breaker,2020-12-31 13:02
trent alexander-arnold,87,0.0,,2020-12-31 13:02
scott sinclair,82,0.0,Squad Foundations,2020-12-31 13:02
joaquin correa,86,0.0,UCL Live,2020-12-31 13:02
alessio romagnoli,86,0.0,Objectives,2020-12-31 13:02
oyarzabal,88,0.0,LaLiga POTM,2020-12-31 13:02
iago aspas,86,0.0,Objectives,2020-12-31 13:02
