full_name,rating,price,version,date
ian wright,89,0.0,Icon,2020-12-14 14:09
claude makelele,90,0.0,Icon,2020-12-14 14:09
inaki williams,84,0.0,Halloween SBC,2020-12-14 14:09
gianfranco zola,90,0.0,Icon,2020-12-14 14:09
nordi mukiele,84,0.0,Halloween Objective,2020-12-14 14:09
rodrygo silva de goes,83,0.0,Record Breaker,2020-12-14 14:09
steven bergwijn,83,0.0,,2020-12-14 14:09
timo baumgartl,83,0.0,Squad Foundations,2020-12-14 14:09
roy keane,90,0.0,Icon,2020-12-14 14:09
alex telles,84,0.0,CL,2020-12-14 14:09
kingsley coman,86,0.0,TOTGS,2020-12-14 14:09
marcel sabitzer,85,0.0,Objectives,2020-12-14 14:09
alessio romagnoli,86,0.0,Objectives,2020-12-14 14:09
iago aspas,86,0.0,Objectives,2020-12-14 14:09
karim bellarabi,85,0.0,Halloween SBC,2020-12-14 14:09
callejon jose,84,0.0,Rare,2020-12-14 14:09
philipp lahm,91,0.0,Icon,2020-12-14 14:09
marco verratti,86,0.0,CL,2020-12-14 14:09
naby keïta,85,0.0,Objectives,2020-12-14 14:09
ian rush,91,0.0,Icon,2020-12-14 14:09
patrick vieira,91,0.0,Icon,2020-12-14 14:09
patrick kluivert,91,0.0,Icon,2020-12-14 14:09
joaquin correa,86,0.0,UCL Live,2020-12-14 14:09
socrates,91,0.0,Icon,2020-12-14 14:09
ronald koeman,91,0.0,Icon,2020-12-14 14:09
gheorghe hagi,91,0.0,Icon,2020-12-14 14:09
edwin van der sar,91,0.0,Icon,2020-12-14 14:09
didier drogba,91,0.0,Icon,2020-12-14 14:09
riquelme,91,0.0,Icon,2020-12-14 14:09
andriy shevchenko,91,0.0,Icon,2020-12-14 14:09
pavel nedved,91,0.0,Icon,2020-12-14 14:09
david trezeguet,91,0.0,Icon,2020-12-14 14:09
luis suarez,87,0.0,Rare,2020-12-14 14:09
nick lima,83,0.0,Squad Foundations,2020-12-14 14:09
ashley cole,89,0.0,Icon,2020-12-14 14:09
alexandre lacazette,85,0.0,Objectives,2020-12-14 14:09
david beckham,89,0.0,Icon,2020-12-14 14:09
arturo vidal,83,0.0,Rare,2020-12-14 14:09
gareth bale,83,0.0,Rare,2020-12-14 14:09
gonzalo higuain,83,0.0,Rare,2020-12-14 14:09
diogo jota,83,0.0,OTW Objective,2020-12-14 14:09
nelson semedo,83,0.0,Rare,2020-12-14 14:09
hidetoshi nakata,88,0.0,Icon,2020-12-14 14:09
kylian mbappe,90,0.0,,2020-12-14 14:09
diego godin,85,0.0,Rare,2020-12-14 14:09
nemanja vidic,90,0.0,Icon,2020-12-14 14:09
oyarzabal,88,0.0,LaLiga POTM,2020-12-14 14:09
juan sebastian veron,90,0.0,Icon,2020-12-14 14:09
jari litmanen,90,0.0,Icon,2020-12-14 14:09
marcos acuna,83,0.0,Rare,2020-12-14 14:09
christian vieri,90,0.0,Icon,2020-12-14 14:09
henrik larsson,90,0.0,Icon,2020-12-14 14:09
marc overmars,90,0.0,Icon,2020-12-14 14:09
mitchell van bergen,84,0.0,Squad Foundations,2020-12-14 14:09
erling haaland,84,0.0,,2020-12-14 14:09
denzel dumfries,83,0.0,Halloween,2020-12-14 14:09
joshua king,84,0.0,Squad Foundations,2020-12-14 14:09
marco verratti,86,0.0,Rare,2020-12-14 14:09
frank rijkaard,90,0.0,Icon,2020-12-14 14:09
jules kounde,84,0.0,UCL Live Obj.,2020-12-14 14:09
luis hernandez,90,0.0,Icon,2020-12-14 14:09
bojan,84,0.0,Squad Foundations,2020-12-14 14:09
michael essien,90,0.0,Icon,2020-12-14 14:09
thiago,85,0.0,Rare,2020-12-14 14:09
michael ballack,91,0.0,Icon,2020-12-14 14:09
gerard deulofeu lazaro,86,0.0,League Player,2020-12-14 14:09
bernat,85,0.0,Objectives,2020-12-14 14:09
peter schmeichel,92,0.0,Icon,2020-12-14 14:09
carles puyol saforcada,92,0.0,Icon,2020-12-14 14:09
alessandro del piero,92,0.0,Icon,2020-12-14 14:09
gary lineker,92,0.0,Icon,2020-12-14 14:09
ronaldo,96,0.0,Icon,2020-12-14 14:09
hristo stoichkov,92,0.0,Icon,2020-12-14 14:09
rivaldo,92,0.0,Icon,2020-12-14 14:09
eric cantona,93,0.0,Icon,2020-12-14 14:09
lothar matthaus,93,0.0,Icon,2020-12-14 14:09
george best,93,0.0,Icon,2020-12-14 14:09
alvaro borja morata martin,82,0.0,Rare,2020-12-14 14:09
marco van basten,93,0.0,Icon,2020-12-14 14:09
franco baresi,93,0.0,Icon,2020-12-14 14:09
sergio reguilon rodriguez,82,0.0,Rare,2020-12-14 14:09
ferenc puskas,94,0.0,Icon,2020-12-14 14:09
david beckham,87,0.0,Icon,2020-12-14 14:09
trent alexander-arnold,87,0.0,,2020-12-14 14:09
florent mollet,86,0.0,League Player Obj.,2020-12-14 14:09
johan cruyff,94,0.0,Icon,2020-12-14 14:09
thomas partey,84,0.0,CL,2020-12-14 14:09
yannick bolasie,85,0.0,Freeze Obj,2020-12-14 14:09
paolo maldini,94,0.0,Icon,2020-12-14 14:09
carlos alberto torres,93,0.0,Icon,2020-12-14 14:09
kenny dalglish,92,0.0,Icon,2020-12-14 14:09
bobby moore,92,0.0,Icon,2020-12-14 14:09
diego maradona,97,0.0,Icon,2020-12-14 14:09
marcel desailly,91,0.0,Icon,2020-12-14 14:09
paul scholes,91,0.0,Icon,2020-12-14 14:09
hector bellerin moruno,85,0.0,Obj League Player,2020-12-14 14:09
alphonse areola,82,0.0,Rare,2020-12-14 14:09
zinedine zidane,96,0.0,Icon,2020-12-14 14:09
david beckham,92,0.0,Icon,2020-12-14 14:09
douglas costa,84,0.0,CL,2020-12-14 14:09
ibrahima niane,84,1.0,Ligue,2020-12-14 14:09
jonathan bamba,86,1.0,Ligue,2020-12-14 14:09
james rodriguez,82,750.0,Rare,2020-12-14 14:09
mike maignan,82,750.0,Rare,2020-12-14 14:09
kepa arrizabalaga,82,800.0,Rare,2020-12-14 14:09
anderson talisca,82,800.0,Rare,2020-12-14 14:09
mario figueira fernandes,82,800.0,Rare,2020-12-14 14:09
marko arnautovic,82,800.0,Rare,2020-12-14 14:09
agustin marchesin,82,800.0,Non-Rare,2020-12-14 14:09
jiři pavlenka,82,800.0,Rare,2020-12-14 14:09
tomas vaclik,82,800.0,Rare,2020-12-14 14:09
oliver baumann,82,850.0,Rare,2020-12-14 14:09
konrad laimer,82,850.0,Rare,2020-12-14 14:09
ruben diogo da silva neves,82,850.0,Rare,2020-12-14 14:09
sergio asenjo andres,82,850.0,Rare,2020-12-14 14:09
fernando muslera,82,850.0,Rare,2020-12-14 14:09
fernando pacheco flores,82,850.0,Rare,2020-12-14 14:09
geronimo rulli,82,850.0,Rare,2020-12-14 14:09
mesut ozil,82,850.0,Rare,2020-12-14 14:09
andrej kramaric,82,850.0,Rare,2020-12-14 14:09
gianluigi buffon,82,900.0,Rare,2020-12-14 14:09
david soria solis,82,900.0,Non-Rare,2020-12-14 14:09
mattia perin,82,950.0,Rare,2020-12-14 14:09
aaron ramsey,82,950.0,Rare,2020-12-14 14:09
nicolas pepe,82,950.0,Rare,2020-12-14 14:09
lars bender,82,950.0,Rare,2020-12-14 14:09
marcel halstenberg,82,950.0,Rare,2020-12-14 14:09
ivan rakitic,82,950.0,Rare,2020-12-14 14:09
yannick carrasco,82,1000.0,Rare,2020-12-14 14:09
robin gosens,82,1000.0,Rare,2020-12-14 14:09
giovani lo celso,82,1000.0,Rare,2020-12-14 14:09
willian borges da silva,82,1000.0,Rare,2020-12-14 14:09
fabian ruiz pena,82,1000.0,Rare,2020-12-14 14:09
ivan perisic,82,1000.0,Rare,2020-12-14 14:09
emre can,82,1100.0,Rare,2020-12-14 14:09
angel correa,82,1100.0,Rare,2020-12-14 14:09
dimitri payet,82,1100.0,Rare,2020-12-14 14:09
danilo luis helio pereira,82,1100.0,Rare,2020-12-14 14:09
sergio canales madrazo,82,1100.0,Rare,2020-12-14 14:09
marco asensio,82,1100.0,Rare,2020-12-14 14:09
jerôme boateng,82,1200.0,Rare,2020-12-14 14:09
quincy promes,82,1200.0,Rare,2020-12-14 14:09
lukas hradeckc,83,1200.0,Rare,2020-12-14 14:09
aitor fernandez,83,1200.0,Rare,2020-12-14 14:09
gabriel armando de abreu,82,1200.0,Rare,2020-12-14 14:09
matthias ginter,82,1200.0,Rare,2020-12-14 14:09
lucas hernandez,82,1200.0,Rare,2020-12-14 14:09
dakonam djene,82,1200.0,Rare,2020-12-14 14:09
dusan tadic,83,1200.0,Rare,2020-12-14 14:09
lucas ocampos,82,1200.0,Rare,2020-12-14 14:09
kevin trapp,83,1300.0,Rare,2020-12-14 14:09
martin dubravka,83,1300.0,Rare,2020-12-14 14:09
edin dzeko,83,1300.0,Rare,2020-12-14 14:09
edin visca,83,1300.0,Rare,2020-12-14 14:09
pau lopez sabata,83,1300.0,Rare,2020-12-14 14:09
thomas strakosha,83,1300.0,Rare,2020-12-14 14:09
koen casteels,83,1300.0,Rare,2020-12-14 14:09
ever banega,83,1300.0,Rare,2020-12-14 14:09
thomas strakosha,83,1300.0,CL,2020-12-14 14:09
steve mandanda,83,1300.0,Rare,2020-12-14 14:09
edin visca,83,1300.0,CL,2020-12-14 14:09
harry maguire,82,1300.0,Rare,2020-12-14 14:09
dusan tadic,83,1300.0,CL,2020-12-14 14:09
steve mandanda,83,1300.0,CL,2020-12-14 14:09
carlos vela,83,1400.0,Rare,2020-12-14 14:09
zlatan ibrahimovic,83,1400.0,Rare,2020-12-14 14:09
charles aranguiz,83,1400.0,Rare,2020-12-14 14:09
paulinho,83,1400.0,Rare,2020-12-14 14:09
renato augusto,83,1400.0,Rare,2020-12-14 14:09
oscar dos santos emboaba,83,1400.0,Rare,2020-12-14 14:09
marcos llorente,82,1400.0,Rare,2020-12-14 14:09
norberto murara neto,82,1400.0,Rare,2020-12-14 14:09
rafa,83,1400.0,Rare,2020-12-14 14:09
