full_name,rating,price,version,date
pele,98,0.0,Icon,2020-11-28 18:48
luis hernandez,90,0.0,Icon,2020-11-28 18:48
frank rijkaard,90,0.0,Icon,2020-11-28 18:48
marc overmars,90,0.0,Icon,2020-11-28 18:48
henrik larsson,90,0.0,Icon,2020-11-28 18:48
christian vieri,90,0.0,Icon,2020-11-28 18:48
juan sebastian veron,90,0.0,Icon,2020-11-28 18:48
pep guardiola,90,0.0,Icon,2020-11-28 18:48
anderson luis de souza,90,0.0,Icon,2020-11-28 18:48
davor suker,90,0.0,Icon,2020-11-28 18:48
sol campbell,89,0.0,Icon,2020-11-28 18:48
gennaro gattuso,89,0.0,Icon,2020-11-28 18:48
john barnes,89,0.0,Icon,2020-11-28 18:48
ian wright,89,0.0,Icon,2020-11-28 18:48
gianluca zambrotta,89,0.0,Icon,2020-11-28 18:48
ashley cole,89,0.0,Icon,2020-11-28 18:48
hidetoshi nakata,88,0.0,Icon,2020-11-28 18:48
nemanja vidic,90,0.0,Icon,2020-11-28 18:48
michael essien,90,0.0,Icon,2020-11-28 18:48
hernan crespo,90,0.0,Icon,2020-11-28 18:48
rio ferdinand,90,0.0,Icon,2020-11-28 18:48
roberto carlos,91,0.0,Icon,2020-11-28 18:48
laurent blanc,91,0.0,Icon,2020-11-28 18:48
miroslav klose,91,0.0,Icon,2020-11-28 18:48
ian rush,91,0.0,Icon,2020-11-28 18:48
philipp lahm,91,0.0,Icon,2020-11-28 18:48
fernando torres,91,0.0,Icon,2020-11-28 18:48
bastian schweinsteiger,91,0.0,Icon,2020-11-28 18:48
petr cech,91,0.0,Icon,2020-11-28 18:48
roy keane,90,0.0,Icon,2020-11-28 18:48
jay-jay okocha,90,0.0,Icon,2020-11-28 18:48
rui manuel cesar costa,90,0.0,Icon,2020-11-28 18:48
filippo inzaghi,90,0.0,Icon,2020-11-28 18:48
gianfranco zola,90,0.0,Icon,2020-11-28 18:48
emmanuel petit,90,0.0,Icon,2020-11-28 18:48
claude makelele,90,0.0,Icon,2020-11-28 18:48
frank lampard,90,0.0,Icon,2020-11-28 18:48
